method,combo,n_tasks,target,cos_mix,dot_mix,ts_cos,ts_dot,kc_cos,kc_dot
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,rte,0.061978065361269624,0.6555509953784437,0.026734208189078606,0.10925849922974062,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,cola,0.032284225619888154,0.5257662276031899,0.015876995048072242,0.08762770460053165,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,cb,0.054748014324561715,0.33636731041563767,0.023487972861499493,0.05606121840260628,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,scitail,0.08574188806447884,2.0541640048662932,0.03351547546566345,0.34236066747771554,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,stsb,0.01840373915640064,0.29842842049940166,0.007960656098652976,0.04973807008323361,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,cr,0.05572509354570588,0.6796547157521343,0.042005612258203096,0.11327578595868905,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,rotten_tomatoes,0.06312997443008808,1.0308044703043342,0.04904165258439696,0.17180074505072238,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,multirc,0.035221706835212085,1.0689424326195862,0.015849273350211798,0.17815707210326437,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,copa,0.01229382754522362,0.08526442107830941,0.008824002978243534,0.014210736846384901,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,piqa,0.02174674823273477,0.46001067140735574,0.016086894983545267,0.07666844523455929,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,mrpc,0.03666909538255005,0.40419261337439205,0.01713729358045344,0.06736543556239867,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,boolq,0.02316409685328136,0.40237153165701317,0.011170303767882667,0.06706192194283553,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,rte,0.06173101638885566,0.6538244736934968,0.026438322359474454,0.1089707456155828,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,cola,0.03182008112329999,0.5189109969260591,0.015314314091336071,0.0864851661543432,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,cb,0.054070483740317477,0.33265568145329516,0.02268809998251183,0.05544261357554919,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,scitail,0.0858594817665861,2.0597742038324016,0.033731326188459025,0.3432957006387336,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,stsb,0.01838229430494916,0.29848540881158875,0.007931277376406379,0.04974756813526479,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,cr,0.05583263373395624,0.6818909444319436,0.042125669742881726,0.11364849073865728,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,rotten_tomatoes,0.06338601818738997,1.0363905171256693,0.04934705581795266,0.17273175285427822,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,multirc,0.03543717106149912,1.0769418251558724,0.016077844805879305,0.17949030419264542,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,copa,0.012200217109172065,0.08473007094506807,0.00852156009784455,0.014121678490844678,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+squad_v2+winogrande,6,piqa,0.0200891962412149,0.4255253337839946,0.013675256537542285,0.0709208889639991,0.028989798898884735,1.3715418251206823
base,mnli+qqp+sst2+snli+hellaswag+winogrande,6,mrpc,0.03743214313258023,0.39948367656133876,0.01760448511485179,0.06658061276022313,0.029972096192312326,1.3418749499306188
base,mnli+qqp+sst2+snli+hellaswag+winogrande,6,boolq,0.022932681376504185,0.38568511670589073,0.011128603134920992,0.06428085278431513,0.029972096192312326,1.3418749499306188
base,mnli+qqp+sst2+snli+hellaswag+winogrande,6,rte,0.06313476685418135,0.6474295167249056,0.02711996281253473,0.10790491945415093,0.029972096192312326,1.3418749499306188
