combo,mrpc,boolq,rte,cola,cb,scitail,cr,rotten_tomatoes,multirc,copa,piqa
mnli+qnli+paws+imdb,0.32107843137254904,0.5761467889908257,0.5379061371841155,0.5800575263662512,0.7321428571428571,0.5686735653809972,0.8909574468085106,0.8667917448405253,0.7413366336633663,0.45,0.28998911860718174
mnli+qnli+paws+winogrande,0.3161764705882353,0.5969418960244648,0.5451263537906137,0.5215723873441994,0.7857142857142857,0.4825964252116651,0.8670212765957447,0.6660412757973734,0.7491749174917491,0.44,0.1365614798694233
mnli+qnli+qqp+anli_r1,0.3161764705882353,0.45504587155963305,0.8122743682310469,0.5810162991371045,0.5178571428571429,0.6834430856067732,0.8138297872340425,0.8020637898686679,0.6146864686468647,0.33,0.08650707290533188
mnli+qnli+qqp+hellaswag,0.3161764705882353,0.43853211009174314,0.7111913357400722,0.4937679769894535,0.42857142857142855,0.5776105362182502,0.8537234042553191,0.8283302063789869,0.6023102310231023,0.52,0.27529923830250275
mnli+qnli+qqp+imdb,0.3161764705882353,0.39235474006116206,0.7111913357400722,0.6308724832214765,0.42857142857142855,0.6853245531514581,0.8776595744680851,0.875234521575985,0.6173679867986799,0.46,0.18498367791077258
mnli+qnli+qqp+paws,0.3161764705882353,0.5036697247706422,0.6931407942238267,0.31831255992329816,0.4107142857142857,0.6622765757290687,0.851063829787234,0.8311444652908068,0.6417079207920792,0.07,0.02176278563656148
mnli+qnli+qqp+record,0.3161764705882353,0.44954128440366975,0.7111913357400722,0.39884947267497606,0.42857142857142855,0.5809031044214488,0.8430851063829787,0.8302063789868668,0.6113861386138614,0.12,0.021218715995647442
mnli+qnli+qqp+snli,0.3161764705882353,0.4602446483180428,0.6101083032490975,0.5656759348034516,0.7857142857142857,0.7220131702728128,0.7819148936170213,0.6575984990619137,0.6495462046204621,0.08,0.06692056583242655
mnli+qnli+qqp+sst2,0.3161764705882353,0.42966360856269115,0.7003610108303249,0.5915627996164909,0.42857142857142855,0.7107243650047037,0.875,0.8799249530956847,0.6198432343234324,0.44,0.13166485310119697
mnli+qnli+qqp+winogrande,0.3161764705882353,0.40244648318042814,0.7328519855595668,0.4697986577181208,0.42857142857142855,0.5865475070555033,0.848404255319149,0.8292682926829268,0.6035478547854786,0.44,0.12622415669205658
mnli+qnli+record+anli_r1,0.32598039215686275,0.5614678899082569,0.6028880866425993,0.5752636625119847,0.75,0.5653809971777987,0.8723404255319149,0.8367729831144465,0.6860561056105611,0.25,0.07290533188248095
mnli+qnli+record+hellaswag,0.3161764705882353,0.5388379204892967,0.5487364620938628,0.5781399808245445,0.5714285714285714,0.5239887111947319,0.8563829787234043,0.8208255159474672,0.6652227722772277,0.62,0.5201305767138193
mnli+qnli+record+imdb,0.32598039215686275,0.5198776758409785,0.5451263537906137,0.610738255033557,0.6071428571428571,0.5761994355597366,0.8936170212765957,0.873358348968105,0.6033415841584159,0.53,0.4047878128400435
mnli+qnli+record+paws,0.31862745098039214,0.6522935779816513,0.5306859205776173,0.5407478427612655,0.6428571428571429,0.5244590780809031,0.8617021276595744,0.7045028142589118,0.7403052805280528,0.29,0.042437431991294884
mnli+qnli+record+snli,0.31862745098039214,0.6045871559633027,0.5270758122743683,0.513902205177373,0.8214285714285714,0.5846660395108184,0.6728723404255319,0.19418386491557224,0.6984323432343235,0.07,0.009793253536452665
mnli+qnli+record+winogrande,0.3161764705882353,0.5143730886850153,0.5270758122743683,0.5302013422818792,0.6428571428571429,0.5202257761053621,0.8670212765957447,0.8227016885553471,0.6722359735973598,0.52,0.24918389553862894
mnli+qnli+snli+anli_r1,0.32598039215686275,0.5785932721712538,0.5270758122743683,0.573346116970278,0.7678571428571429,0.6636876763875823,0.776595744680851,0.599437148217636,0.615924092409241,0.36,0.06311207834602829
mnli+qnli+snli+hellaswag,0.31862745098039214,0.591131498470948,0.5270758122743683,0.5599232981783318,0.8035714285714286,0.6138287864534336,0.6702127659574468,0.24390243902439024,0.6693481848184818,0.54,0.20620239390642003
mnli+qnli+snli+imdb,0.32107843137254904,0.5412844036697247,0.5270758122743683,0.6327900287631831,0.7857142857142857,0.638758231420508,0.8430851063829787,0.8151969981238274,0.5886963696369637,0.47,0.14472252448313383
mnli+qnli+snli+paws,0.31862745098039214,0.599388379204893,0.5270758122743683,0.4448705656759348,0.8214285714285714,0.6599247412982127,0.5824468085106383,0.09662288930581614,0.7139026402640264,0.08,0.009793253536452665
mnli+qnli+snli+winogrande,0.31862745098039214,0.5740061162079511,0.5270758122743683,0.5321188878235859,0.8214285714285714,0.6284101599247413,0.6675531914893617,0.22607879924953095,0.670585808580858,0.51,0.09521218715995647
mnli+qnli+sst2+anli_r1,0.33088235294117646,0.5409785932721712,0.5992779783393501,0.5666347075743049,0.7857142857142857,0.5799623706491063,0.8856382978723404,0.8724202626641651,0.5398102310231023,0.55,0.4504896626768226
mnli+qnli+sst2+hellaswag,0.32107843137254904,0.5131498470948013,0.5342960288808665,0.5627996164908916,0.75,0.5564440263405456,0.901595744680851,0.8930581613508443,0.5495049504950495,0.66,0.6191512513601741
mnli+qnli+sst2+imdb,0.33088235294117646,0.4779816513761468,0.5487364620938628,0.6126558005752637,0.75,0.5832549388523048,0.9202127659574468,0.9090056285178236,0.5431105610561056,0.65,0.5729053318824809
mnli+qnli+sst2+paws,0.3284313725490196,0.5889908256880734,0.5523465703971119,0.5397890699904123,0.7678571428571429,0.5470366886171214,0.8882978723404256,0.8827392120075047,0.7427805280528053,0.49,0.21490750816104462
mnli+qnli+sst2+record,0.3284313725490196,0.545565749235474,0.5487364620938628,0.5417066155321189,0.6428571428571429,0.5672624647224835,0.901595744680851,0.8930581613508443,0.6549092409240924,0.56,0.3101196953210011
mnli+qnli+sst2+snli,0.3235294117647059,0.5501529051987768,0.5270758122743683,0.5867689357622243,0.8035714285714286,0.6674506114769521,0.8058510638297872,0.8086303939962477,0.5992161716171617,0.49,0.12023939064200218
mnli+qnli+sst2+winogrande,0.3284313725490196,0.4874617737003058,0.555956678700361,0.5407478427612655,0.7857142857142857,0.5555032925682032,0.8962765957446809,0.8902439024390244,0.5874587458745875,0.64,0.5184983677910773
mnli+qqp+anli_r1+hellaswag,0.3161764705882353,0.490519877675841,0.7870036101083032,0.6040268456375839,0.8035714285714286,0.8650047036688617,0.800531914893617,0.7926829268292683,0.5851897689768977,0.48,0.3405875952121872
mnli+qqp+anli_r1+imdb,0.3161764705882353,0.44464831804281346,0.7906137184115524,0.6318312559923298,0.75,0.8537158984007526,0.8643617021276596,0.8583489681050657,0.6093234323432343,0.4,0.2687704026115343
mnli+qqp+anli_r1+paws,0.3161764705882353,0.5229357798165137,0.8122743682310469,0.5522531160115053,0.8214285714285714,0.8541862652869238,0.8164893617021277,0.8048780487804879,0.6357260726072608,0.08,0.07344940152339499
mnli+qqp+anli_r1+winogrande,0.3161764705882353,0.46605504587155966,0.7833935018050542,0.5599232981783318,0.8035714285714286,0.8598306679209784,0.8031914893617021,0.7851782363977486,0.5924092409240924,0.47,0.23177366702937977
mnli+qqp+hellaswag+winogrande,0.3161764705882353,0.4507645259938838,0.7292418772563177,0.5771812080536913,0.6607142857142857,0.8189087488240828,0.8164893617021277,0.7823639774859287,0.5705445544554455,0.62,0.40968443960826983
mnli+qqp+imdb+hellaswag,0.3161764705882353,0.4290519877675841,0.7111913357400722,0.6442953020134228,0.5892857142857143,0.793038570084666,0.8723404255319149,0.8639774859287055,0.5926155115511551,0.58,0.41947769314472255
mnli+qqp+imdb+winogrande,0.3161764705882353,0.40703363914373086,0.7220216606498195,0.6078619367209971,0.6428571428571429,0.7375352775164629,0.8670212765957447,0.8592870544090057,0.595503300330033,0.49,0.3367791077257889
mnli+qqp+paws+hellaswag,0.3161764705882353,0.5293577981651376,0.7003610108303249,0.5819750719079578,0.6607142857142857,0.8038570084666039,0.8351063829787234,0.8208255159474672,0.6396452145214522,0.32,0.2600652883569097
mnli+qqp+paws+imdb,0.3161764705882353,0.5067278287461774,0.6895306859205776,0.588686481303931,0.6071428571428571,0.7323612417685795,0.875,0.8611632270168855,0.6212871287128713,0.16,0.17899891186071817
mnli+qqp+paws+winogrande,0.3161764705882353,0.5220183486238532,0.7256317689530686,0.5158197507190796,0.6607142857142857,0.7850423330197555,0.8351063829787234,0.8151969981238274,0.6353135313531353,0.19,0.09303590859630033
mnli+qqp+record+anli_r1,0.3161764705882353,0.4957186544342508,0.7833935018050542,0.5743048897411314,0.7321428571428571,0.8626528692380057,0.8085106382978723,0.8086303939962477,0.6056105610561056,0.16,0.11806311207834602
mnli+qqp+record+hellaswag,0.3161764705882353,0.4889908256880734,0.7148014440433214,0.6097794822627037,0.5714285714285714,0.8325493885230479,0.8297872340425532,0.8086303939962477,0.5965346534653465,0.37,0.3639825897714907
mnli+qqp+record+imdb,0.3161764705882353,0.46819571865443427,0.7003610108303249,0.6347075743048898,0.5357142857142857,0.8104421448730009,0.875,0.8724202626641651,0.6056105610561056,0.35,0.23721436343852012
mnli+qqp+record+paws,0.3161764705882353,0.5336391437308868,0.703971119133574,0.5589645254074784,0.5892857142857143,0.8146754468485419,0.8324468085106383,0.8227016885553471,0.6435643564356436,0.1,0.02665941240478781
mnli+qqp+record+snli,0.3161764705882353,0.4926605504587156,0.6137184115523465,0.5819750719079578,0.8392857142857143,0.8278457196613358,0.7021276595744681,0.4446529080675422,0.6421204620462047,0.4,0.03754080522306855
mnli+qqp+record+winogrande,0.3161764705882353,0.47155963302752296,0.7364620938628159,0.5522531160115053,0.5714285714285714,0.839134524929445,0.8164893617021277,0.8039399624765479,0.6023102310231023,0.27,0.17464635473340587
mnli+qqp+snli+anli_r1,0.3161764705882353,0.45504587155963305,0.555956678700361,0.6059443911792906,0.8392857142857143,0.8212605832549389,0.7420212765957447,0.698874296435272,0.6433580858085809,0.18,0.13710554951033732
mnli+qqp+snli+hellaswag,0.3161764705882353,0.47553516819571867,0.6209386281588448,0.5982742090124641,0.8214285714285714,0.8245531514581373,0.6808510638297872,0.5093808630393997,0.6346947194719472,0.5,0.35690968443960824
mnli+qqp+snli+imdb,0.3161764705882353,0.39847094801223243,0.6245487364620939,0.6222435282837967,0.8392857142857143,0.8104421448730009,0.8138297872340425,0.8133208255159474,0.6353135313531353,0.51,0.2823721436343852
mnli+qqp+snli+paws,0.3161764705882353,0.499388379204893,0.6353790613718412,0.5771812080536913,0.8214285714285714,0.8254938852304797,0.6835106382978723,0.34896810506566606,0.6499587458745875,0.23,0.046245919477693145
mnli+qqp+snli+winogrande,0.3161764705882353,0.4706422018348624,0.6353790613718412,0.5896452540747843,0.8571428571428571,0.8212605832549389,0.6861702127659575,0.5,0.6293316831683168,0.47,0.20837867247007616
mnli+qqp+sst2+anli_r1,0.3161764705882353,0.46636085626911317,0.7942238267148014,0.6030680728667306,0.7142857142857143,0.8471307619943556,0.8723404255319149,0.8686679174484052,0.6126237623762376,0.46,0.2410228509249184
mnli+qqp+sst2+hellaswag,0.3161764705882353,0.46055045871559636,0.7111913357400722,0.62320230105465,0.5892857142857143,0.7996237064910631,0.875,0.8818011257035647,0.6002475247524752,0.59,0.41566920565832427
mnli+qqp+sst2+imdb,0.3161764705882353,0.40214067278287463,0.7075812274368231,0.6337488015340365,0.5178571428571429,0.6909689557855127,0.9148936170212766,0.9127579737335835,0.6072607260726073,0.5,0.3394994559303591
mnli+qqp+sst2+paws,0.3161764705882353,0.5110091743119266,0.6931407942238267,0.5685522531160115,0.5714285714285714,0.7591721542803387,0.8723404255319149,0.8705440900562852,0.6210808580858086,0.21,0.13438520130576714
mnli+qqp+sst2+record,0.3161764705882353,0.48623853211009177,0.7075812274368231,0.6049856184084372,0.5178571428571429,0.8010348071495766,0.8882978723404256,0.8902439024390244,0.6097359735973598,0.3,0.17736670293797607
mnli+qqp+sst2+snli,0.3161764705882353,0.40336391437308866,0.6425992779783394,0.5906040268456376,0.875,0.8132643461900282,0.7792553191489362,0.7964352720450282,0.6412953795379538,0.42,0.21436343852013057
mnli+qqp+sst2+winogrande,0.3161764705882353,0.4452599388379205,0.7328519855595668,0.5906040268456376,0.5892857142857143,0.7826904985888994,0.8776595744680851,0.8836772983114447,0.6033415841584159,0.52,0.3177366702937976
mnli+record+anli_r1+hellaswag,0.4411764705882353,0.582262996941896,0.5595667870036101,0.6356663470757431,0.7678571428571429,0.8264346190028222,0.8324468085106383,0.8086303939962477,0.655940594059406,0.65,0.5348204570184983
mnli+record+anli_r1+imdb,0.5245098039215687,0.563914373088685,0.5487364620938628,0.6404602109300096,0.7321428571428571,0.8212605832549389,0.8856382978723404,0.8705440900562852,0.5612623762376238,0.54,0.4042437431991295
mnli+record+anli_r1+paws,0.4632352941176471,0.6067278287461774,0.5595667870036101,0.5944391179290508,0.7678571428571429,0.8311382878645344,0.8563829787234043,0.8020637898686679,0.7421617161716172,0.08,0.025571273122959738
mnli+record+anli_r1+winogrande,0.5147058823529411,0.5669724770642202,0.5812274368231047,0.5790987535953979,0.8214285714285714,0.8245531514581373,0.8191489361702128,0.8086303939962477,0.6600660066006601,0.55,0.2850924918389554
mnli+record+hellaswag+winogrande,0.5784313725490197,0.5828746177370031,0.5270758122743683,0.5704697986577181,0.7321428571428571,0.8254938852304797,0.8696808510638298,0.8377110694183865,0.6198432343234324,0.67,0.5647442872687704
mnli+record+imdb+hellaswag,0.6200980392156863,0.5409785932721712,0.5306859205776173,0.6596356663470757,0.6428571428571429,0.8330197554092192,0.9042553191489362,0.8771106941838649,0.5829207920792079,0.7,0.6251360174102285
mnli+record+imdb+winogrande,0.6176470588235294,0.5223241590214067,0.5306859205776173,0.610738255033557,0.6428571428571429,0.8264346190028222,0.8936170212765957,0.8780487804878049,0.6029290429042904,0.64,0.5244831338411317
mnli+record+paws+hellaswag,0.5073529411764706,0.6642201834862386,0.5306859205776173,0.5800575263662512,0.75,0.8353715898400753,0.8457446808510638,0.7870544090056285,0.7337046204620462,0.45,0.1632208922742111
mnli+record+paws+imdb,0.6299019607843137,0.6324159021406728,0.5342960288808665,0.6059443911792906,0.7142857142857143,0.8316086547507056,0.8882978723404256,0.8761726078799249,0.7188531353135313,0.28,0.10554951033732318
mnli+record+paws+winogrande,0.5784313725490197,0.6495412844036698,0.5270758122743683,0.5302013422818792,0.75,0.8353715898400753,0.8590425531914894,0.7908067542213884,0.7264851485148515,0.21,0.02176278563656148
mnli+record+snli+anli_r1,0.3700980392156863,0.6082568807339449,0.5270758122743683,0.5675934803451582,0.8035714285714286,0.8038570084666039,0.6861702127659575,0.39118198874296434,0.6738861386138614,0.05,0.007072905331882481
mnli+record+snli+hellaswag,0.35049019607843135,0.6159021406727829,0.5270758122743683,0.3432406519654842,0.8214285714285714,0.8095014111006585,0.4734042553191489,0.07879924953095685,0.6918316831683168,0.37,0.022306855277475515
mnli+record+snli+imdb,0.39215686274509803,0.5785932721712538,0.5270758122743683,0.6164908916586769,0.875,0.8047977422389464,0.8111702127659575,0.801125703564728,0.5713696369636964,0.2,0.016866158868335146
mnli+record+snli+paws,0.35784313725490197,0.6131498470948012,0.5270758122743683,0.14093959731543623,0.8214285714285714,0.8047977422389464,0.3484042553191489,0.025328330206378986,0.7013201320132013,0.03,0.0
mnli+record+snli+winogrande,0.3602941176470588,0.6061162079510704,0.5270758122743683,0.35091083413231067,0.8928571428571429,0.8109125117591721,0.47606382978723405,0.07973733583489681,0.6918316831683168,0.2,0.00544069640914037
mnli+snli+anli_r1+hellaswag,0.36519607843137253,0.5935779816513761,0.5270758122743683,0.613614573346117,0.8035714285714286,0.7982126058325494,0.6914893617021277,0.424953095684803,0.6103547854785478,0.52,0.16158868335146898
mnli+snli+anli_r1+imdb,0.36764705882352944,0.5318042813455658,0.5270758122743683,0.6279961649089166,0.8214285714285714,0.8005644402634055,0.8138297872340425,0.8170731707317073,0.5820957095709571,0.46,0.11697497279651796
mnli+snli+anli_r1+paws,0.35294117647058826,0.6,0.5270758122743683,0.5234899328859061,0.8214285714285714,0.7996237064910631,0.6595744680851063,0.2607879924953096,0.706476897689769,0.06,0.007616974972796518
mnli+snli+anli_r1+winogrande,0.3700980392156863,0.5889908256880734,0.5270758122743683,0.573346116970278,0.8392857142857143,0.7991533396048918,0.6675531914893617,0.425891181988743,0.6243811881188119,0.47,0.07834602829162132
mnli+snli+hellaswag+winogrande,0.3480392156862745,0.5938837920489297,0.5270758122743683,0.4228187919463087,0.875,0.8123236124176858,0.4627659574468085,0.11538461538461539,0.6600660066006601,0.64,0.24918389553862894
mnli+snli+imdb+hellaswag,0.3553921568627451,0.5617737003058104,0.5270758122743683,0.6356663470757431,0.8571428571428571,0.8095014111006585,0.8191489361702128,0.7898686679174484,0.5643564356435643,0.64,0.3226332970620239
mnli+snli+imdb+winogrande,0.3627450980392157,0.5480122324159021,0.5270758122743683,0.6011505273250239,0.875,0.8071495766698025,0.8111702127659575,0.7917448405253283,0.5606435643564357,0.57,0.16376496191512513
mnli+snli+paws+hellaswag,0.3480392156862745,0.6073394495412844,0.5270758122743683,0.23010546500479387,0.8214285714285714,0.8066792097836313,0.35638297872340424,0.03470919324577861,0.7101897689768977,0.36,0.030467899891186073
mnli+snli+paws+imdb,0.3382352941176471,0.5941896024464832,0.5270758122743683,0.588686481303931,0.8571428571428571,0.8095014111006585,0.824468085106383,0.7701688555347092,0.6866749174917491,0.2,0.023394994559303592
mnli+snli+paws+winogrande,0.35049019607843135,0.6024464831804281,0.5270758122743683,0.23777564717162034,0.875,0.8057384760112888,0.3484042553191489,0.040337711069418386,0.7046204620462047,0.17,0.008161044613710556
mnli+sst2+anli_r1+hellaswag,0.5171568627450981,0.5562691131498471,0.5487364620938628,0.6011505273250239,0.8392857142857143,0.823612417685795,0.8670212765957447,0.8658536585365854,0.5082508250825083,0.67,0.6327529923830251
mnli+sst2+anli_r1+imdb,0.5392156862745098,0.5235474006116208,0.5415162454873647,0.6289549376797698,0.7678571428571429,0.8156161806208843,0.9069148936170213,0.8977485928705441,0.5332095709570958,0.63,0.5511425462459195
mnli+sst2+anli_r1+paws,0.5073529411764706,0.5996941896024465,0.5379061371841155,0.5541706615532119,0.8214285714285714,0.8245531514581373,0.875,0.8658536585365854,0.696575907590759,0.46,0.19912948857453755
mnli+sst2+anli_r1+winogrande,0.5661764705882353,0.5388379204892967,0.5451263537906137,0.5560882070949185,0.8214285714285714,0.8231420507996237,0.8723404255319149,0.8667917448405253,0.514026402640264,0.63,0.5184983677910773
mnli+sst2+hellaswag+winogrande,0.5784313725490197,0.5128440366972477,0.5415162454873647,0.5599232981783318,0.7678571428571429,0.8311382878645344,0.898936170212766,0.8893058161350844,0.49731848184818483,0.7,0.6920565832426551
mnli+sst2+imdb+hellaswag,0.5612745098039216,0.5067278287461774,0.5451263537906137,0.6126558005752637,0.6785714285714286,0.8231420507996237,0.9175531914893617,0.9090056285178236,0.5117574257425742,0.71,0.675734494015234
mnli+sst2+imdb+winogrande,0.5931372549019608,0.4886850152905199,0.5379061371841155,0.6126558005752637,0.6428571428571429,0.793038570084666,0.9175531914893617,0.9090056285178236,0.5200082508250825,0.64,0.6409140369967355
mnli+sst2+paws+hellaswag,0.5490196078431373,0.6030581039755352,0.5415162454873647,0.5503355704697986,0.7857142857142857,0.8339604891815616,0.8962765957446809,0.8836772983114447,0.7258663366336634,0.6,0.5614798694232862
mnli+sst2+paws+imdb,0.5931372549019608,0.5834862385321101,0.5487364620938628,0.5637583892617449,0.7142857142857143,0.7920978363123237,0.9175531914893617,0.9099437148217636,0.6536716171617162,0.54,0.49020674646354734
mnli+sst2+paws+winogrande,0.5686274509803921,0.5963302752293578,0.5415162454873647,0.538830297219559,0.75,0.823612417685795,0.8936170212765957,0.8836772983114447,0.7163778877887789,0.52,0.41077257889009794
mnli+sst2+record+anli_r1,0.6151960784313726,0.5847094801223242,0.5776173285198556,0.5819750719079578,0.7678571428571429,0.819379115710254,0.8723404255319149,0.873358348968105,0.6295379537953796,0.46,0.3063112078346028
mnli+sst2+record+hellaswag,0.6348039215686274,0.5654434250764526,0.5270758122743683,0.5800575263662512,0.7142857142857143,0.8278457196613358,0.9042553191489362,0.8949343339587242,0.6357260726072608,0.69,0.5500544069640914
mnli+sst2+record+imdb,0.6348039215686274,0.5391437308868502,0.5379061371841155,0.613614573346117,0.5535714285714286,0.8156161806208843,0.9175531914893617,0.9118198874296435,0.5350660066006601,0.58,0.4499455930359086
mnli+sst2+record+paws,0.6225490196078431,0.634862385321101,0.5306859205776173,0.5436241610738255,0.7142857142857143,0.8297271872060207,0.898936170212766,0.8921200750469043,0.7229785478547854,0.3,0.06420021762785637
mnli+sst2+record+snli,0.44362745098039214,0.5975535168195719,0.5270758122743683,0.5934803451581975,0.875,0.8146754468485419,0.7792553191489362,0.7682926829268293,0.5829207920792079,0.24,0.013601741022850925
mnli+sst2+record+winogrande,0.6397058823529411,0.5443425076452599,0.5306859205776173,0.5503355704697986,0.6607142857142857,0.825964252116651,0.898936170212766,0.8939962476547842,0.6497524752475248,0.59,0.41131664853101196
mnli+sst2+snli+anli_r1,0.3872549019607843,0.5477064220183486,0.5270758122743683,0.5973154362416108,0.875,0.8071495766698025,0.7952127659574468,0.798311444652908,0.5924092409240924,0.49,0.10119695321001088
mnli+sst2+snli+hellaswag,0.38235294117647056,0.5718654434250765,0.5270758122743683,0.6097794822627037,0.875,0.8170272812793979,0.7845744680851063,0.776735459662289,0.5647689768976898,0.61,0.24755168661588683
mnli+sst2+snli+imdb,0.37745098039215685,0.47706422018348627,0.5270758122743683,0.6289549376797698,0.875,0.8033866415804327,0.8457446808510638,0.8433395872420263,0.5967409240924092,0.55,0.18498367791077258
mnli+sst2+snli+paws,0.3700980392156863,0.5981651376146789,0.5270758122743683,0.585810162991371,0.8928571428571429,0.8090310442144873,0.7978723404255319,0.7589118198874296,0.6943069306930693,0.21,0.013601741022850925
mnli+sst2+snli+winogrande,0.43137254901960786,0.5532110091743119,0.5270758122743683,0.5752636625119847,0.8928571428571429,0.8151458137347131,0.7686170212765957,0.7711069418386491,0.5719884488448845,0.54,0.12785636561479868
paws+imdb+hellaswag+winogrande,0.5049019607843137,0.6513761467889908,0.628158844765343,0.5637583892617449,0.17857142857142858,0.6444026340545626,0.9122340425531915,0.899624765478424,0.6786303630363036,0.66,0.6561479869423286
qnli+anli_r1+hellaswag+winogrande,0.3161764705882353,0.5327217125382263,0.7292418772563177,0.5292425695110259,0.4107142857142857,0.4962370649106303,0.8909574468085106,0.8452157598499062,0.5882838283828383,0.7,0.6681175190424374
qnli+anli_r1+imdb+hellaswag,0.3161764705882353,0.44403669724770645,0.6895306859205776,0.6337488015340365,0.4107142857142857,0.5489181561618062,0.9095744680851063,0.8864915572232646,0.5868399339933993,0.7,0.6697497279651795
qnli+anli_r1+imdb+winogrande,0.3161764705882353,0.42935779816513764,0.6895306859205776,0.5829338446788112,0.4107142857142857,0.561618062088429,0.9095744680851063,0.8902439024390244,0.5957095709570958,0.66,0.6126224156692056
qnli+anli_r1+paws+hellaswag,0.3161764705882353,0.6321100917431193,0.779783393501805,0.5378715244487057,0.4107142857142857,0.49576669802445905,0.8882978723404256,0.8358348968105066,0.740924092409241,0.57,0.4956474428726877
qnli+anli_r1+paws+imdb,0.3161764705882353,0.5510703363914373,0.740072202166065,0.5838926174496645,0.4107142857142857,0.5498588899341487,0.9148936170212766,0.8846153846153846,0.7198844884488449,0.47,0.45266594124047876
qnli+anli_r1+paws+winogrande,0.3161764705882353,0.6033639143730887,0.7509025270758123,0.49952061361457334,0.4107142857142857,0.48494825964252114,0.8856382978723404,0.848968105065666,0.7332920792079208,0.39,0.20620239390642003
qnli+imdb+hellaswag+winogrande,0.3161764705882353,0.43853211009174314,0.6859205776173285,0.5944391179290508,0.4107142857142857,0.535277516462841,0.9148936170212766,0.8930581613508443,0.5608498349834984,0.7,0.6866158868335147
qnli+paws+hellaswag+winogrande,0.3161764705882353,0.6559633027522935,0.7292418772563177,0.48897411313518696,0.4107142857142857,0.4444967074317968,0.8882978723404256,0.7861163227016885,0.7198844884488449,0.44,0.41077257889009794
qnli+paws+imdb+hellaswag,0.3161764705882353,0.6541284403669725,0.6931407942238267,0.588686481303931,0.4107142857142857,0.5305738476011289,0.925531914893617,0.8827392120075047,0.7077145214521452,0.65,0.5946681175190425
qnli+paws+imdb+winogrande,0.3161764705882353,0.6467889908256881,0.6931407942238267,0.5378715244487057,0.4107142857142857,0.528692380056444,0.9202127659574468,0.8883677298311444,0.7033828382838284,0.48,0.41240478781284007
qnli+qqp+anli_r1+hellaswag,0.3161764705882353,0.3801223241590214,0.4729241877256318,0.5743048897411314,0.4107142857142857,0.5573847601128881,0.7340425531914894,0.7570356472795498,0.5602310231023102,0.31,0.18280739934711643
qnli+qqp+anli_r1+imdb,0.3161764705882353,0.3418960244648318,0.4729241877256318,0.6069031639501438,0.375,0.5827845719661335,0.8537234042553191,0.8686679174484052,0.5637376237623762,0.12,0.11425462459194777
qnli+qqp+anli_r1+paws,0.3161764705882353,0.4932721712538226,0.4729241877256318,0.5330776605944392,0.42857142857142855,0.5569143932267169,0.8164893617021277,0.7936210131332082,0.6196369636963697,0.03,0.029923830250272034
qnli+qqp+anli_r1+winogrande,0.3161764705882353,0.3614678899082569,0.4729241877256318,0.5215723873441994,0.4107142857142857,0.5540921919096896,0.7659574468085106,0.7551594746716698,0.5845709570957096,0.14,0.088139281828074
qnli+qqp+hellaswag+winogrande,0.3161764705882353,0.3376146788990826,0.4729241877256318,0.5455417066155321,0.42857142857142855,0.5536218250235183,0.7180851063829787,0.6763602251407129,0.5775577557755776,0.47,0.235038084874864
qnli+qqp+imdb+hellaswag,0.3161764705882353,0.3241590214067278,0.4729241877256318,0.6203259827420902,0.2857142857142857,0.6011288805268109,0.8590425531914894,0.8780487804878049,0.5431105610561056,0.43,0.25952121871599565
qnli+qqp+imdb+winogrande,0.3161764705882353,0.3012232415902141,0.4729241877256318,0.5695110258868649,0.26785714285714285,0.6095954844778928,0.8696808510638298,0.8714821763602252,0.5499174917491749,0.34,0.16648531011969533
qnli+qqp+paws+hellaswag,0.3161764705882353,0.48623853211009177,0.4729241877256318,0.5378715244487057,0.4107142857142857,0.5649106302916275,0.7420212765957447,0.40150093808630394,0.6297442244224423,0.08,0.17682263329706202
qnli+qqp+paws+imdb,0.3161764705882353,0.4709480122324159,0.4729241877256318,0.576222435282838,0.25,0.6138287864534336,0.8670212765957447,0.8621013133208255,0.6136551155115512,0.04,0.08161044613710555
qnli+qqp+paws+winogrande,0.3161764705882353,0.45504587155963305,0.4729241877256318,0.5062320230105465,0.35714285714285715,0.5785512699905927,0.7579787234042553,0.4549718574108818,0.625,0.03,0.04896626768226333
qnli+qqp+record+anli_r1,0.3161764705882353,0.40458715596330275,0.4729241877256318,0.5465004793863855,0.4107142857142857,0.5696142991533396,0.7579787234042553,0.7692307692307693,0.6033415841584159,0.04,0.05005440696409141
qnli+qqp+record+hellaswag,0.3161764705882353,0.39204892966360855,0.4729241877256318,0.5647171620325983,0.44642857142857145,0.5399811853245532,0.7393617021276596,0.7138836772983115,0.6245874587458746,0.14,0.24646354733405876
qnli+qqp+record+imdb,0.3161764705882353,0.3498470948012232,0.4729241877256318,0.5934803451581975,0.3392857142857143,0.5893697083725306,0.8882978723404256,0.8836772983114447,0.5738448844884488,0.15,0.1365614798694233
qnli+qqp+record+paws,0.3161764705882353,0.5015290519877675,0.4729241877256318,0.5158197507190796,0.44642857142857145,0.5634995296331138,0.7632978723404256,0.5778611632270169,0.6349009900990099,0.02,0.014145810663764961
qnli+qqp+record+snli,0.3161764705882353,0.463302752293578,0.7472924187725631,0.4218600191754554,0.42857142857142855,0.5747883349012229,0.8377659574468085,0.8180112570356473,0.6157178217821783,0.11,0.01958650707290533
